,Dec
1059,1.8450850248336792
1060,1.7432541847229004
1061,1.6370857954025269
1062,1.5405781269073486
1063,1.4577727317810059
1064,1.3927114009857178
1065,1.3478584289550781
1066,1.3347477912902832
1067,1.3124690055847168
1068,1.2760939598083496
1069,1.2418873310089111
1070,1.2225661277770996
1071,1.2115254402160645
1072,1.2012732028961182
1073,1.1797833442687988
1074,1.1550402641296387
1075,1.1300015449523926
1076,1.125664234161377
1077,1.1579976081848145
1078,1.256082534790039
1079,1.3543646335601807
1080,1.4388458728790283
1081,1.4917821884155273
1082,1.475023865699768
1083,1.542944073677063
1084,1.42267906665802
1085,1.3083288669586182
1086,1.1977245807647705
1087,1.099836826324463
1088,1.0198900699615479
1089,0.9570960998535156
1090,0.8971607685089111
1091,0.8516178131103516
1092,0.8155384063720703
1093,0.7910909652709961
1094,0.7853734493255615
1095,0.7692067623138428
1096,0.7618134021759033
1097,0.7669394016265869
1098,0.7689111232757568
1099,0.7695024013519287
1100,0.7764029502868652
1101,0.7988786697387695
1102,0.846294641494751
1103,0.8673901557922363
1104,0.8700518608093262
1105,0.8833599090576172
1106,0.9235796928405762
1107,1.0023431777954102
1108,1.1011183261871338
1109,1.1980202198028564
1110,1.2926549911499023
1111,1.3975417613983154
1112,1.5078502893447876
1113,1.5924301147460938
1114,1.6187503337860107
1115,1.6112585067749023
1116,1.5721230506896973
1117,1.542944073677063
1118,1.5318046808242798
1119,1.4798542261123657
1120,1.4109482765197754
1121,1.3557448387145996
1122,1.3284387588500977
1123,1.3348462581634521
1124,1.3695456981658936
1125,1.4267207384109497
1126,1.4122298955917358
1127,1.4340155124664307
1128,1.462110161781311
1129,1.4860646724700928
1130,1.4930636882781982
1131,1.495232343673706
1132,1.5119905471801758
1133,1.547379970550537
1134,1.5900641679763794
1135,1.621806263923645
1136,1.6511824131011963
1137,1.6660677194595337
1138,1.6869661808013916
1139,1.7503517866134644
1140,1.8346357345581055
1141,1.9238487482070923
1142,2.0209479331970215
1143,2.133030891418457
1144,2.253690242767334
1145,2.3681387901306152
1146,2.4623794555664062
1147,2.5385799407958984
1148,2.6015710830688477
1149,2.651057243347168
1150,2.680039167404175
1151,2.7207517623901367
1152,2.771519422531128
1153,2.821695327758789
1154,2.8315532207489014
1155,2.812527656555176
1156,2.782954454421997
1157,2.7474663257598877
1158,2.7133584022521973
1159,2.6580562591552734
1160,2.570322036743164
1161,2.479728937149048
1162,2.3504934310913086
1163,2.263153553009033
1164,2.211695909500122
1165,2.228454113006592
1166,2.2841506004333496
1167,2.3285107612609863
1168,2.3939661979675293
1169,2.4748001098632812
1170,2.5484378337860107
1171,2.573378086090088
1172,2.5496206283569336
1173,2.493529796600342
1174,2.4291586875915527
1175,2.355619430541992
1176,2.2738986015319824
1177,2.20045804977417
1178,2.173349142074585
1179,2.094486951828003
1180,2.0185818672180176
1181,1.9702788591384888
1182,1.940804123878479
1183,1.8997957706451416
1184,1.8653920888900757
1185,1.8492252826690674
1186,1.8491266965866089
1187,1.8246793746948242
1188,1.822806477546692
1189,1.8455779552459717
1190,1.8644062280654907
1191,1.8769257068634033
1192,1.9172439575195312
1193,1.9902901649475098
1194,2.0572245121002197
1195,2.1009931564331055
1196,2.1290876865386963
1197,2.1532392501831055
1198,2.1801509857177734
1199,2.226186752319336
1200,2.331270694732666
1201,2.490671157836914
1202,2.608570098876953
1203,2.6589434146881104
1204,2.6699843406677246
1205,2.634791851043701
1206,2.568054676055908
1207,2.506443500518799
1208,2.4739129543304443
1209,2.479531764984131
1210,2.4447338581085205
1211,2.3935720920562744
1212,2.358774185180664
1213,2.3496062755584717
1214,2.3499021530151367
1215,2.3550281524658203
1216,2.3634071350097656
1217,2.3766164779663086
1218,2.399486541748047
1219,2.4211738109588623
1220,2.4322144985198975
1221,2.4316229820251465
1222,2.4009652137756348
1223,2.3532538414001465
1224,2.3155970573425293
1225,2.2893753051757812
1226,2.2734055519104004
1227,2.332552433013916
1228,2.329890727996826
